monster_name	monster_TID	item_count	item_TID	min	max	percent
			613	1	1	500
			616	1	1	500
			1855	1	1	500
			1860	1	1	500
			1865	1	1	500
메이마	2023	2	5009	1	1	30
			5019	1	1	30
			603	1	1	500
			606	1	1	500
			609	1	1	500
			613	1	1	500
			616	1	1	500
			1855	1	1	500
			1860	1	1	500
			1865	1	1	500
세우스	2025	2	5009	1	1	30
			5019	1	1	30
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
			1871	1	1	500
			1829	1	1	500
			467	1	1	500
			1831	1	1	500
베올린	2026	2	5010	1	1	30
			5020	1	1	30
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
			1871	1	1	500
			1829	1	1	500
			467	1	1	500
			1831	1	1	500
슈네	2027	2	5011	1	1	30
			5020	1	1	30
			1849	1	1	500
			1837	1	1	500
			598	1	1	500
			1891	1	1	500
			469	1	1	500
			1843	1	1	500
			1841	1	1	500
			1833	1	1	500
하미아	2028	2	5011	1	1	30
			5021	1	1	30
			1849	1	1	500
			1837	1	1	500
			598	1	1	500
			1891	1	1	500
			469	1	1	500
			1843	1	1	500
			1841	1	1	500
			1833	1	1	500
키리슈드	2029	2	5012	1	1	30
			5022	1	1	30
			1853	1	1	500
			1851	1	1	500
			1839	1	1	500
			1847	1	1	500
			605	1	1	500
			608	1	1	500
			611	1	1	500
			1835	1	1	500
베이트	2030	2	5012	1	1	30
			5022	1	1	30
			1853	1	1	500
			1851	1	1	500
			1839	1	1	500
			1847	1	1	500
			605	1	1	500
			608	1	1	500
			611	1	1	500
			1835	1	1	500
안크안크	2031	2	5013	1	1	30
			5023	1	1	30
			1845	1	1	500
			1856	1	1	500
			1861	1	1	500
			1866	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
케룬	2032	2	5013	1	1	30
			5023	1	1	30
			1845	1	1	500
			1856	1	1	500
			1861	1	1	500
			1866	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
카레스	2033	2	5014	1	1	30
			5024	1	1	30
			1872	1	1	500
			464	1	1	500
			468	1	1	500
			589	1	1	500
			592	1	1	500
			595	1	1	500
			599	1	1	500
			1892	1	1	500
하이네	2034	2	5014	1	1	30
			5024	1	1	30
			1872	1	1	500
			464	1	1	500
			468	1	1	500
			589	1	1	500
			592	1	1	500
			595	1	1	500
			599	1	1	500
			1892	1	1	500
렛체	2035	2	5014	1	1	30
			5024	1	1	30
			470	1	1	500
			475	1	1	500
			472	1	1	500
			481	1	1	500
			601	1	1	500
			841	1	1	500
			1170	1	1	500
			1173	1	1	500
니쉬	2036	2	5014	1	1	30
			5024	1	1	30
			470	1	1	500
			475	1	1	500
			472	1	1	500
			481	1	1	500
			601	1	1	500
			841	1	1	500
			1170	1	1	500
			1173	1	1	500
헤르큘	2037	2	5014	1	1	30
			5024	1	1	30
			604	1	1	500
			607	1	1	500
			610	1	1	500
			614	1	1	500
			617	1	1	500
			1857	1	1	500
			1862	1	1	500
			1867	1	1	500
다이엘	2038	2	5014	1	1	30
			5024	1	1	30
			604	1	1	500
			607	1	1	500
			610	1	1	500
			614	1	1	500
			617	1	1	500
			1857	1	1	500
			1862	1	1	500
			1867	1	1	500
펠릭	2039	2	5014	1	1	30
			5024	1	1	30
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
			617	1	1	500
			1857	1	1	500
			1862	1	1	500
			1867	1	1	500
카즈아	2040	2	5014	1	1	30
			5024	1	1	30
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
			617	1	1	500
			1857	1	1	500
			1862	1	1	500
			1867	1	1	500
자케루	2041	2	5014	1	1	30
			5024	1	1	30
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
			617	1	1	500
			1857	1	1	500
			1862	1	1	500
			1867	1	1	500
페인그로우	1363	1	20900	1	1	10
			20901	1	1	10
			20902	1	1	10
			20903	1	1	10
			20904	1	1	10
			20905	1	1	10
			20906	1	1	10
			20907	1	1	10
			20908	1	1	10
			20909	1	1	10
			20910	1	1	10
			20911	1	1	10
			20912	1	1	10
			20913	1	1	10
			20914	1	1	10
			20915	1	1	10
			20916	1	1	10
			20917	1	1	10
			20918	1	1	10
			20919	1	1	10
			20920	1	1	10
			20921	1	1	10
			20922	1	1	10
			20923	1	1	10
			20924	1	1	10
			20925	1	1	10
			20926	1	1	10
			20927	1	1	10
			20928	1	1	10
			20929	1	1	10
			20930	1	1	10
			20931	1	1	10
			20932	1	1	10
			20933	1	1	10
			20934	1	1	10
			20935	1	1	10
			20936	1	1	10
			20937	1	1	10
			20938	1	1	10
			20939	1	1	10
			20940	1	1	10
			20941	1	1	10
			20942	1	1	10
			20943	1	1	10
			20944	1	1	10
			20945	1	1	10
			20946	1	1	10
			20947	1	1	10
			20948	1	1	10
			20949	1	1	10
서킷오더	196	1	20950	1	1	10
			20951	1	1	10
			20952	1	1	10
			20953	1	1	10
			20954	1	1	10
			20955	1	1	10
			20956	1	1	10
			20957	1	1	10
			20958	1	1	10
			20959	1	1	10
			20960	1	1	10
			20961	1	1	10
			20962	1	1	10
			20963	1	1	10
			20964	1	1	10
			20965	1	1	10
			20966	1	1	10
			20967	1	1	10
			20968	1	1	10
			20969	1	1	10
			20970	1	1	10
			20971	1	1	10
			20972	1	1	10
			20973	1	1	10
			20974	1	1	10
			20975	1	1	10
			20976	1	1	10
			20977	1	1	10
			20978	1	1	10
			20979	1	1	10
			20980	1	1	10
			20981	1	1	10
			20982	1	1	10
			20983	1	1	10
			20984	1	1	10
			20985	1	1	10
			20986	1	1	10
			20987	1	1	10
			20988	1	1	10
			20989	1	1	10
			20990	1	1	10
			20991	1	1	10
			20992	1	1	10
			20993	1	1	10
			20994	1	1	10
			20995	1	1	10
			20996	1	1	10
			20997	1	1	10
			20998	1	1	10
			20999	1	1	10
디스호프	376	1	21010	1	1	10
			21011	1	1	10
			21012	1	1	10
			21013	1	1	10
			21014	1	1	10
			21015	1	1	10
			21016	1	1	10
			21017	1	1	10
			21018	1	1	10
			21019	1	1	10
			21020	1	1	10
			21021	1	1	10
			21022	1	1	10
			21023	1	1	10
			21024	1	1	10
			21025	1	1	10
			21026	1	1	10
			21027	1	1	10
			21028	1	1	10
			21029	1	1	10
			21030	1	1	10
			21031	1	1	10
			21032	1	1	10
			21033	1	1	10
			21034	1	1	10
			21035	1	1	10
			21036	1	1	10
			21037	1	1	10
			21038	1	1	10
			21039	1	1	10
			21040	1	1	10
			21041	1	1	10
			21042	1	1	10
			21043	1	1	10
			21044	1	1	10
			21045	1	1	10
			21046	1	1	10
			21047	1	1	10
			21048	1	1	10
			21049	1	1	10
			21050	1	1	10
			21051	1	1	10
			21052	1	1	10
			21053	1	1	10
			21054	1	1	10
			21055	1	1	10
			21056	1	1	10
			21057	1	1	10
			21058	1	1	10
			21059	1	1	10
