96																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
111	642	693	344	206	373	0	2752	1109	3732	5	0	0	0	0	0	0	0	0	0
112	650	703	348	209	378	0	2784	1125	3785	5	0	0	0	0	0	0	0	0	0
113	658	712	351	211	383	0	2808	1136	3834	6	0	0	0	0	0	0	0	0	0
114	667	722	355	214	388	0	2840	1152	3888	6	0	0	0	0	0	0	0	0	0
115	675	732	359	217	393	0	2872	1168	3942	6	0	0	0	0	0	0	0	0	0
116	683	741	362	219	397	0	2896	1179	3990	6	0	0	0	0	0	0	0	0	0
117	692	751	366	222	402	0	2928	1195	4044	6	0	0	0	0	0	0	0	0	0
118	700	761	369	225	407	0	2952	1212	4098	6	0	0	0	0	0	0	0	0	0
119	709	771	373	227	412	0	2984	1222	4152	6	0	0	0	0	0	0	0	0	0
120	718	781	377	230	417	0	3016	1238	4205	6	0	0	0	0	0	0	0	0	0
121	726	791	380	233	422	0	3040	1255	4259	6	0	0	0	0	0	0	0	0	0
1732																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	7	8	8	17	16	0	64	92	43	2	0	0	0	0	0	0	0	0	0
2	8	8	9	18	17	0	72	97	43	2	0	0	0	0	0	0	0	0	0
3	9	9	11	19	18	0	88	102	48	2	0	0	0	0	0	0	0	0	0
4	10	9	12	20	20	0	96	108	48	2	0	0	0	0	0	0	0	0	0
5	10	10	14	22	21	0	112	118	54	2	0	0	0	0	0	0	0	0	0
6	12	11	15	23	23	0	120	124	59	2	0	0	0	0	0	0	0	0	0
7	13	11	17	25	24	0	136	135	59	2	0	0	0	0	0	0	0	0	0
8	14	12	18	26	26	0	144	140	65	2	0	0	0	0	0	0	0	0	0
9	15	13	20	28	28	0	160	151	70	2	0	0	0	0	0	0	0	0	0
10	17	14	22	30	30	0	176	162	75	2	0	0	0	0	0	0	0	0	0
11	18	15	24	32	32	0	192	172	81	2	0	0	0	0	0	0	0	0	0
12	20	16	25	34	34	0	200	183	86	2	0	0	0	0	0	0	0	0	0
13	21	17	27	36	36	0	216	194	92	2	0	0	0	0	0	0	0	0	0
14	23	18	29	38	39	0	232	205	97	2	0	0	0	0	0	0	0	0	0
15	24	19	31	40	41	0	248	215	102	2	0	0	0	0	0	0	0	0	0
16	26	20	33	42	43	0	264	226	108	2	0	0	0	0	0	0	0	0	0
17	28	21	35	45	46	0	280	242	113	2	0	0	0	0	0	0	0	0	0
18	30	22	37	47	49	0	296	253	118	2	0	0	0	0	0	0	0	0	0
19	31	24	39	50	51	0	312	269	129	2	0	0	0	0	0	0	0	0	0
20	33	25	41	52	54	0	328	280	135	2	0	0	0	0	0	0	0	0	0
21	35	26	43	55	57	0	344	296	140	2	0	0	0	0	0	0	0	0	0
22	37	28	45	58	60	0	360	312	151	2	0	0	0	0	0	0	0	0	0
23	39	29	47	60	63	0	376	323	156	3	0	0	0	0	0	0	0	0	0
24	41	31	49	63	66	0	392	339	167	3	0	0	0	0	0	0	0	0	0
25	44	32	51	66	69	0	408	355	172	3	0	0	0	0	0	0	0	0	0
26	46	34	53	69	72	0	424	372	183	3	0	0	0	0	0	0	0	0	0
27	48	35	55	72	75	0	440	388	188	3	0	0	0	0	0	0	0	0	0
28	50	37	57	75	78	0	456	404	199	3	0	0	0	0	0	0	0	0	0
29	52	39	60	78	81	0	480	420	210	3	0	0	0	0	0	0	0	0	0
30	55	40	62	81	85	0	496	436	215	3	0	0	0	0	0	0	0	0	0
31	57	42	64	84	88	0	512	452	226	3	0	0	0	0	0	0	0	0	0
32	59	44	66	87	92	0	528	468	237	3	0	0	0	0	0	0	0	0	0
33	62	45	68	90	95	0	544	485	242	3	0	0	0	0	0	0	0	0	0
34	64	47	71	94	99	0	568	506	253	3	0	0	0	0	0	0	0	0	0
35	67	49	73	97	102	0	584	522	264	3	0	0	0	0	0	0	0	0	0
36	69	51	75	100	106	0	600	538	275	3	0	0	0	0	0	0	0	0	0
37	72	53	77	104	109	0	616	560	285	3	0	0	0	0	0	0	0	0	0
38	74	55	79	107	113	0	632	576	296	3	0	0	0	0	0	0	0	0	0
39	77	57	82	111	117	0	656	598	307	3	0	0	0	0	0	0	0	0	0
40	80	59	84	114	121	0	672	614	318	3	0	0	0	0	0	0	0	0	0
41	82	61	86	118	125	0	688	635	328	3	0	0	0	0	0	0	0	0	0
42	85	63	89	121	128	0	712	652	339	3	0	0	0	0	0	0	0	0	0
43	88	65	91	125	132	0	728	673	350	3	0	0	0	0	0	0	0	0	0
44	90	67	93	129	136	0	744	695	361	3	0	0	0	0	0	0	0	0	0
45	93	69	96	132	140	0	768	711	372	3	0	0	0	0	0	0	0	0	0
46	96	71	98	136	144	0	784	732	382	3	0	0	0	0	0	0	0	0	0
47	99	73	100	140	148	0	800	754	393	3	0	0	0	0	0	0	0	0	0
48	102	75	103	144	153	0	824	775	404	3	0	0	0	0	0	0	0	0	0
49	105	78	105	148	157	0	840	797	420	3	0	0	0	0	0	0	0	0	0
50	108	80	107	152	161	0	856	818	431	3	0	0	0	0	0	0	0	0	0
51	111	82	110	156	165	0	880	840	442	3	0	0	0	0	0	0	0	0	0
52	113	84	112	159	170	0	896	856	452	3	0	0	0	0	0	0	0	0	0
53	116	87	115	164	174	0	920	883	468	3	0	0	0	0	0	0	0	0	0
54	120	89	117	168	178	0	936	905	479	3	0	0	0	0	0	0	0	0	0
55	123	91	119	172	183	0	952	926	490	3	0	0	0	0	0	0	0	0	0
56	126	94	122	176	187	0	976	948	506	3	0	0	0	0	0	0	0	0	0
57	129	96	124	180	192	0	992	969	517	3	0	0	0	0	0	0	0	0	0
58	132	99	127	184	196	0	1016	991	533	3	0	0	0	0	0	0	0	0	0
59	135	101	129	188	201	0	1032	1012	544	3	0	0	0	0	0	0	0	0	0
60	138	104	132	193	205	0	1056	1039	560	3	0	0	0	0	0	0	0	0	0
61	141	106	134	197	210	0	1072	1061	571	3	0	0	0	0	0	0	0	0	0
62	145	109	137	201	214	0	1096	1082	587	3	0	0	0	0	0	0	0	0	0
63	148	111	139	206	219	0	1112	1109	598	3	0	0	0	0	0	0	0	0	0
64	151	114	141	210	224	0	1128	1131	614	3	0	0	0	0	0	0	0	0	0
65	154	116	144	214	229	0	1152	1152	625	3	0	0	0	0	0	0	0	0	0
66	158	119	146	219	233	0	1168	1179	641	3	0	0	0	0	0	0	0	0	0
67	161	122	149	223	238	0	1192	1201	657	3	0	0	0	0	0	0	0	0	0
68	165	124	152	228	243	0	1216	1228	668	3	0	0	0	0	0	0	0	0	0
69	168	127	154	232	248	0	1232	1249	684	3	0	0	0	0	0	0	0	0	0
70	171	130	157	237	253	0	1256	1276	700	3	0	0	0	0	0	0	0	0	0
71	175	133	159	242	258	0	1272	1303	716	3	0	0	0	0	0	0	0	0	0
72	178	135	162	246	263	0	1296	1325	727	3	0	0	0	0	0	0	0	0	0
73	182	138	164	251	268	0	1312	1352	743	3	0	0	0	0	0	0	0	0	0
74	185	141	167	255	273	0	1336	1373	759	3	0	0	0	0	0	0	0	0	0
75	189	144	169	260	278	0	1352	1400	775	3	0	0	0	0	0	0	0	0	0
76	192	147	172	265	283	0	1376	1427	792	4	0	0	0	0	0	0	0	0	0
77	196	149	174	270	288	0	1392	1454	802	4	0	0	0	0	0	0	0	0	0
78	199	152	177	275	294	0	1416	1481	818	4	0	0	0	0	0	0	0	0	0
79	203	155	180	279	299	0	1440	1502	835	4	0	0	0	0	0	0	0	0	0
80	207	158	182	284	304	0	1456	1529	851	4	0	0	0	0	0	0	0	0	0
81	210	161	185	289	309	0	1480	1556	867	4	0	0	0	0	0	0	0	0	0
82	214	164	187	294	315	0	1496	1583	883	4	0	0	0	0	0	0	0	0	0
83	218	167	190	299	320	0	1520	1610	899	4	0	0	0	0	0	0	0	0	0
84	221	170	193	304	325	0	1544	1637	915	4	0	0	0	0	0	0	0	0	0
85	225	173	195	309	331	0	1560	1664	932	4	0	0	0	0	0	0	0	0	0
86	229	176	198	314	336	0	1584	1691	948	4	0	0	0	0	0	0	0	0	0
87	233	179	201	319	341	0	1608	1718	964	4	0	0	0	0	0	0	0	0	0
88	237	182	203	324	347	0	1624	1745	980	4	0	0	0	0	0	0	0	0	0
89	240	186	206	329	352	0	1648	1772	1002	4	0	0	0	0	0	0	0	0	0
90	244	189	209	334	358	0	1672	1798	1018	4	0	0	0	0	0	0	0	0	0
91	248	192	211	340	364	0	1688	1831	1034	4	0	0	0	0	0	0	0	0	0
92	252	195	214	345	369	0	1712	1858	1050	4	0	0	0	0	0	0	0	0	0
93	256	198	217	350	375	0	1736	1885	1066	4	0	0	0	0	0	0	0	0	0
94	260	201	219	355	380	0	1752	1912	1082	4	0	0	0	0	0	0	0	0	0
95	264	205	222	360	386	0	1776	1938	1104	4	0	0	0	0	0	0	0	0	0
96	268	208	225	366	392	0	1800	1971	1120	5	0	0	0	0	0	0	0	0	0
97	272	211	227	371	398	0	1816	1998	1136	5	0	0	0	0	0	0	0	0	0
98	276	214	230	376	403	0	1840	2025	1152	5	0	0	0	0	0	0	0	0	0
99	280	218	233	382	409	0	1864	2057	1174	5	0	0	0	0	0	0	0	0	0
100	284	221	235	387	415	0	1880	2084	1190	5	0	0	0	0	0	0	0	0	0
101	288	224	238	393	421	0	1904	2116	1206	5	0	0	0	0	0	0	0	0	0
102	292	228	241	398	427	0	1928	2143	1228	5	0	0	0	0	0	0	0	0	0
103	296	231	243	404	432	0	1944	2175	1244	5	0	0	0	0	0	0	0	0	0
104	300	235	246	409	438	0	1968	2202	1265	5	0	0	0	0	0	0	0	0	0
105	304	238	249	415	444	0	1992	2235	1282	5	0	0	0	0	0	0	0	0	0
106	308	241	252	420	450	0	2016	2262	1298	5	0	0	0	0	0	0	0	0	0
107	312	245	254	426	456	0	2032	2294	1319	5	0	0	0	0	0	0	0	0	0
108	317	248	257	431	462	0	2056	2321	1335	5	0	0	0	0	0	0	0	0	0
109	321	252	260	437	468	0	2080	2353	1357	5	0	0	0	0	0	0	0	0	0
110	325	255	263	442	474	0	2104	2380	1373	5	0	0	0	0	0	0	0	0	0
111	329	259	265	448	481	0	2120	2412	1395	5	0	0	0	0	0	0	0	0	0
112	333	263	268	454	487	0	2144	2445	1416	5	0	0	0	0	0	0	0	0	0
113	338	266	271	459	493	0	2168	2472	1432	6	0	0	0	0	0	0	0	0	0
114	342	270	274	465	499	0	2192	2504	1454	6	0	0	0	0	0	0	0	0	0
115	346	273	277	471	505	0	2216	2536	1470	6	0	0	0	0	0	0	0	0	0
116	351	277	279	477	511	0	2232	2568	1492	6	0	0	0	0	0	0	0	0	0
117	355	281	282	483	518	0	2256	2601	1513	6	0	0	0	0	0	0	0	0	0
118	359	284	285	488	524	0	2280	2628	1529	6	0	0	0	0	0	0	0	0	0
119	364	288	288	494	530	0	2304	2660	1551	6	0	0	0	0	0	0	0	0	0
120	368	292	290	500	537	0	2320	2692	1572	6	0	0	0	0	0	0	0	0	0
121	372	295	293	506	543	0	2344	2725	1588	6	0	0	0	0	0	0	0	0	0
1724																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	12	16	10	9	9	0	80	48	86	2	0	0	0	0	0	0	0	0	0
2	13	17	12	10	10	0	96	54	92	2	0	0	0	0	0	0	0	0	0
3	14	17	14	10	10	0	112	54	92	2	0	0	0	0	0	0	0	0	0
4	15	18	16	11	11	0	128	59	97	2	0	0	0	0	0	0	0	0	0
5	17	18	17	11	12	0	136	59	97	2	0	0	0	0	0	0	0	0	0
6	18	19	20	12	13	0	160	65	102	2	0	0	0	0	0	0	0	0	0
7	20	20	22	12	13	0	176	65	108	2	0	0	0	0	0	0	0	0	0
8	21	21	24	13	14	0	192	70	113	2	0	0	0	0	0	0	0	0	0
9	23	22	26	14	15	0	208	75	118	2	0	0	0	0	0	0	0	0	0
10	25	23	28	15	16	0	224	81	124	2	0	0	0	0	0	0	0	0	0
11	27	24	31	16	18	0	248	86	129	2	0	0	0	0	0	0	0	0	0
12	29	26	33	17	19	0	264	92	140	2	0	0	0	0	0	0	0	0	0
13	31	27	35	18	20	0	280	97	145	2	0	0	0	0	0	0	0	0	0
14	33	28	38	19	21	0	304	102	151	2	0	0	0	0	0	0	0	0	0
15	35	30	40	20	22	0	320	108	162	2	0	0	0	0	0	0	0	0	0
16	38	31	43	21	24	0	344	113	167	2	0	0	0	0	0	0	0	0	0
17	40	33	45	22	25	0	360	118	178	2	0	0	0	0	0	0	0	0	0
18	43	34	48	23	27	0	384	124	183	2	0	0	0	0	0	0	0	0	0
19	45	36	50	24	28	0	400	129	194	2	0	0	0	0	0	0	0	0	0
20	48	37	53	25	30	0	424	135	199	2	0	0	0	0	0	0	0	0	0
21	50	39	56	26	31	0	448	140	210	2	0	0	0	0	0	0	0	0	0
22	53	41	58	28	33	0	464	151	221	2	0	0	0	0	0	0	0	0	0
23	56	43	61	29	34	0	488	156	232	2	0	0	0	0	0	0	0	0	0
24	59	44	64	30	36	0	512	162	237	2	0	0	0	0	0	0	0	0	0
25	62	46	66	31	37	0	528	167	248	2	0	0	0	0	0	0	0	0	0
26	64	48	69	33	39	0	552	178	258	2	0	0	0	0	0	0	0	0	0
27	67	50	72	34	41	0	576	183	269	2	0	0	0	0	0	0	0	0	0
28	70	52	74	35	43	0	592	188	280	2	0	0	0	0	0	0	0	0	0
29	73	54	77	37	44	0	616	199	291	2	0	0	0	0	0	0	0	0	0
30	77	56	80	38	46	0	640	205	302	2	0	0	0	0	0	0	0	0	0
31	80	58	83	40	48	0	664	215	312	2	0	0	0	0	0	0	0	0	0
32	83	61	86	41	50	0	688	221	328	2	0	0	0	0	0	0	0	0	0
33	86	63	89	43	52	0	712	232	339	2	0	0	0	0	0	0	0	0	0
34	90	65	91	44	54	0	728	237	350	2	0	0	0	0	0	0	0	0	0
35	93	67	94	46	55	0	752	248	361	2	0	0	0	0	0	0	0	0	0
36	96	70	97	47	57	0	776	253	377	2	0	0	0	0	0	0	0	0	0
37	100	72	100	49	59	0	800	264	388	2	0	0	0	0	0	0	0	0	0
38	103	74	103	50	61	0	824	269	398	2	0	0	0	0	0	0	0	0	0
39	107	77	106	52	63	0	848	280	415	2	0	0	0	0	0	0	0	0	0
40	110	79	109	53	65	0	872	285	425	2	0	0	0	0	0	0	0	0	0
41	114	82	112	55	68	0	896	296	442	2	0	0	0	0	0	0	0	0	0
42	118	84	115	57	70	0	920	307	452	2	0	0	0	0	0	0	0	0	0
43	121	87	118	58	72	0	944	312	468	2	0	0	0	0	0	0	0	0	0
44	125	90	121	60	74	0	968	323	485	2	0	0	0	0	0	0	0	0	0
45	129	92	124	62	76	0	992	334	495	2	0	0	0	0	0	0	0	0	0
46	133	95	127	63	78	0	1016	339	512	2	0	0	0	0	0	0	0	0	0
47	136	98	130	65	80	0	1040	350	528	2	0	0	0	0	0	0	0	0	0
48	140	100	133	67	83	0	1064	361	538	2	0	0	0	0	0	0	0	0	0
49	144	103	136	69	85	0	1088	372	555	2	0	0	0	0	0	0	0	0	0
50	148	106	139	71	87	0	1112	382	571	2	0	0	0	0	0	0	0	0	0
51	152	109	142	72	90	0	1136	388	587	2	0	0	0	0	0	0	0	0	0
52	156	112	145	74	92	0	1160	398	603	2	0	0	0	0	0	0	0	0	0
53	160	114	148	76	94	0	1184	409	614	2	0	0	0	0	0	0	0	0	0
54	164	117	152	78	97	0	1216	420	630	2	0	0	0	0	0	0	0	0	0
55	169	120	155	80	99	0	1240	431	646	2	0	0	0	0	0	0	0	0	0
56	173	123	158	82	101	0	1264	442	662	2	0	0	0	0	0	0	0	0	0
57	177	126	161	84	104	0	1288	452	678	2	0	0	0	0	0	0	0	0	0
58	181	129	164	85	106	0	1312	458	695	2	0	0	0	0	0	0	0	0	0
59	185	132	167	87	109	0	1336	468	711	2	0	0	0	0	0	0	0	0	0
60	190	136	171	89	111	0	1368	479	732	2	0	0	0	0	0	0	0	0	0
61	194	139	174	91	114	0	1392	490	748	2	0	0	0	0	0	0	0	0	0
62	198	142	177	93	116	0	1416	501	765	2	0	0	0	0	0	0	0	0	0
63	203	145	180	95	119	0	1440	512	781	2	0	0	0	0	0	0	0	0	0
64	207	148	183	97	121	0	1464	522	797	2	0	0	0	0	0	0	0	0	0
65	212	152	187	99	124	0	1496	533	818	2	0	0	0	0	0	0	0	0	0
66	216	155	190	101	126	0	1520	544	835	2	0	0	0	0	0	0	0	0	0
67	221	158	193	103	129	0	1544	555	851	2	0	0	0	0	0	0	0	0	0
68	225	161	196	105	132	0	1568	565	867	2	0	0	0	0	0	0	0	0	0
69	230	165	200	107	134	0	1600	576	888	2	0	0	0	0	0	0	0	0	0
70	235	168	203	110	137	0	1624	592	905	2	0	0	0	0	0	0	0	0	0
71	239	172	206	112	140	0	1648	603	926	2	0	0	0	0	0	0	0	0	0
72	244	175	210	114	142	0	1680	614	942	2	0	0	0	0	0	0	0	0	0
73	249	179	213	116	145	0	1704	625	964	2	0	0	0	0	0	0	0	0	0
74	253	182	216	118	148	0	1728	635	980	2	0	0	0	0	0	0	0	0	0
75	258	186	220	120	150	0	1760	646	1002	2	0	0	0	0	0	0	0	0	0
76	263	189	223	122	153	0	1784	657	1018	3	0	0	0	0	0	0	0	0	0
77	268	193	226	125	156	0	1808	673	1039	3	0	0	0	0	0	0	0	0	0
78	273	196	230	127	159	0	1840	684	1055	3	0	0	0	0	0	0	0	0	0
79	278	200	233	129	162	0	1864	695	1077	3	0	0	0	0	0	0	0	0	0
80	283	204	236	131	164	0	1888	705	1098	3	0	0	0	0	0	0	0	0	0
81	288	207	240	133	167	0	1920	716	1115	3	0	0	0	0	0	0	0	0	0
82	292	211	243	136	170	0	1944	732	1136	3	0	0	0	0	0	0	0	0	0
83	298	215	246	138	173	0	1968	743	1158	3	0	0	0	0	0	0	0	0	0
84	303	219	250	140	176	0	2000	754	1179	3	0	0	0	0	0	0	0	0	0
85	308	222	253	143	179	0	2024	770	1195	3	0	0	0	0	0	0	0	0	0
86	313	226	257	145	182	0	2056	781	1217	3	0	0	0	0	0	0	0	0	0
87	318	230	260	147	185	0	2080	792	1238	3	0	0	0	0	0	0	0	0	0
88	323	234	264	149	188	0	2112	802	1260	3	0	0	0	0	0	0	0	0	0
89	328	238	267	152	191	0	2136	818	1282	3	0	0	0	0	0	0	0	0	0
90	333	242	270	154	194	0	2160	829	1303	3	0	0	0	0	0	0	0	0	0
91	339	246	274	157	197	0	2192	845	1325	3	0	0	0	0	0	0	0	0	0
92	344	250	277	159	200	0	2216	856	1346	3	0	0	0	0	0	0	0	0	0
93	349	254	281	161	203	0	2248	867	1368	3	0	0	0	0	0	0	0	0	0
94	354	258	284	164	206	0	2272	883	1389	3	0	0	0	0	0	0	0	0	0
95	360	262	288	166	209	0	2304	894	1411	3	0	0	0	0	0	0	0	0	0
96	365	266	291	169	212	0	2328	910	1432	4	0	0	0	0	0	0	0	0	0
97	370	270	295	171	215	0	2360	921	1454	4	0	0	0	0	0	0	0	0	0
98	376	274	298	173	218	0	2384	932	1475	4	0	0	0	0	0	0	0	0	0
99	381	278	302	176	221	0	2416	948	1497	4	0	0	0	0	0	0	0	0	0
100	387	282	305	178	224	0	2440	958	1518	4	0	0	0	0	0	0	0	0	0
101	392	287	309	181	227	0	2472	975	1545	4	0	0	0	0	0	0	0	0	0
102	398	291	312	183	231	0	2496	985	1567	4	0	0	0	0	0	0	0	0	0
103	403	295	316	186	234	0	2528	1002	1588	4	0	0	0	0	0	0	0	0	0
104	409	299	319	188	237	0	2552	1012	1610	4	0	0	0	0	0	0	0	0	0
105	414	304	323	191	240	0	2584	1028	1637	4	0	0	0	0	0	0	0	0	0
106	420	308	326	193	243	0	2608	1039	1658	4	0	0	0	0	0	0	0	0	0
107	426	312	330	196	247	0	2640	1055	1680	4	0	0	0	0	0	0	0	0	0
108	431	317	333	198	250	0	2664	1066	1707	4	0	0	0	0	0	0	0	0	0
109	437	321	337	201	253	0	2696	1082	1728	4	0	0	0	0	0	0	0	0	0
110	443	325	341	204	256	0	2728	1098	1750	4	0	0	0	0	0	0	0	0	0
111	448	330	344	206	260	0	2752	1109	1777	4	0	0	0	0	0	0	0	0	0
112	454	334	348	209	263	0	2784	1125	1798	4	0	0	0	0	0	0	0	0	0
113	460	339	351	211	266	0	2808	1136	1825	5	0	0	0	0	0	0	0	0	0
114	466	343	355	214	270	0	2840	1152	1847	5	0	0	0	0	0	0	0	0	0
115	472	348	359	217	273	0	2872	1168	1874	5	0	0	0	0	0	0	0	0	0
116	477	352	362	219	276	0	2896	1179	1895	5	0	0	0	0	0	0	0	0	0
117	483	357	366	222	280	0	2928	1195	1922	5	0	0	0	0	0	0	0	0	0
118	489	361	369	225	283	0	2952	1212	1944	5	0	0	0	0	0	0	0	0	0
119	495	366	373	227	286	0	2984	1222	1971	5	0	0	0	0	0	0	0	0	0
120	501	371	377	230	290	0	3016	1238	1998	5	0	0	0	0	0	0	0	0	0
121	507	375	380	233	293	0	3040	1255	2019	5	0	0	0	0	0	0	0	0	0
