TID	이름	설명
1109	Cube's Oil	Oil running from a dead body\nUsed in Cooking:\n\nFire Jerky
1110	Gorgon's Horn	This horn is a symbol of power\nUsed in Cooking and Alchemy:\n\nHealth Roast\nGorgon Potion
1111	Ghoul's Fang	The fang is as large as childs fist\nUsed in Cooking and Alchemy:\n\nPlain Jerky\nGhoul Potion
1112	Thieves' Dagger	This Dagger carries the mark of the alliance of blood\nUsed in Alchemy:\n\nThief Potion
1113	Soul Stone	Mysterious stone that is known for giving life\nUsed in Alchemy:\n\nGolem Potion
1164	Spriggan Metamorphosis Recipe	Enhances success rate of Spriggan metamorphosis potion compounding
1165	Spriggan Potion	Spriggan metamorphosis for 4 mins\nPhysical Damage +98
1166	Golem Potion	Golem metamorphosis for 4 mins\nPhysical Damage +84\nPhysical Defense +30
1167	Golem Metamorphosis Recipe	Enhances success rate of Golem metamorphosis potion compounding
1168	Spriggan's Dagger	The Dagger carved with the gang's mark
1182	Lost Breastplate	Prince's lost Breastplate
1184	Lost Helmet	Prince's lost helmet
1185	Ellanjeans's Brassard	Brassard with the crest of Ellanjeans
1187	Rune Bat Village Mark	This mark is said to bring you to the hidden Runebat village
1193	Lizardman's Treasure	Lizardman's treasure
1195	1000 Gold Pouch	A bag full of the money stolen by Rojin
1202	Gnome's Steel Ingot	Fine steel ingot smelted and refined by gnomes
1203	Gnome's Steel Ingot	Fine steel ingot smelted and refined by gnomes
1206	Golden Scroll	The scroll is thought to contain alchemy spells
1211	Magic Leather	Leather Zion cherishes
1212	Gold Nugget	Incredibly expensive lump of gold
1218	Jewel of Darkness	The jewel stolen by Marylith liquid
1230	Magic Stone of Drive	This magic stone helps solve complicated math problems
1232	Broken Magic Stone	Wrecked and wicked magic stone
1246	Yellow Magic Jewel	Magic jewel that is used for occult spells
1247	Magic Square Jewel	Magic jewel that protects the relics of Battna
1249	Treasures of Hirelinus	Treasure of Hirelinus, the older brother of Hirirenus
1252	Magic Square Jewel	Stolen jewel
1253	Helldie's Horn	This horn of Helldie has little value
1254	Thieves' Money Pouch	Thieves' money pouch Koppo hid away
1256	Thieves' Money Pouch	Money pouch thieves hide their money in
1262	Old Metal	Only gnomes know how to use this strange metal
1265	Magic Bottle	Magical power can be contained in this bottle
1268	Packaged Vension	Cave deer meat package
1270	Goblin's Tooth	Goblin's blunt tooth
1271	Rockbole's Claw	This claw is the source of Rockbole's resurrection
1272	Shining Metal	Glittering metal but the component is unknown
1273	Black Magic Square Stone	This stone used to be planted in the Magic Square for secret investigation
1283	Comfort Talisman	The talisman that gives peace of mind
1294	Sap of Life	This sap is very rare, because it can be gathered only once a year
1299	Anchorville Magic Stone	One of the magic stones that protect Anchorville
1302	Fire Crystal	Nuru's cherished gem, but it is less precious than armor chest
1304	Red Magic Jewel	Marking jewel used in the March of Ice
1305	Stolen Jewel	Stolen jewel of the lizardman thieves
1308	Resurrection Necklace	This necklace has ancient magic which can enable resurrection
1309	Necklace of Covenant between the Bronzedran and the Yeti	Proof of relations between the Bronzedran and the Yeti
1319	Ring of Poison	This ring is very popular because it contains poison
1320	Cursed Ring	This ring never fails to kill the owner
1323	Box Containing Gargoyle's Heart	Safety box for gargoyle heart
1325	Losto's Relic Chest	Keepsake Box of  nobleman Losto
1327	Lamunesil's Chest	Legendary Box, the contents of which is unknown
1328	Document Protection Box	The Box that protects secret contents
1329	Royal Envoy's Luggage	Convoy's luggage containing various items
1330	Flower of Curse	Inauspicious flower that causes many troubles
1331	Grass of Luck	The grass has many good intentions
1333	Gargoyle's Heart	Heart of gargoyle bolt has potential for electrical power
1339	Ring of No Life	This ring gives enormous power to the undead
1346	Thieves' Warning	A warning written in rude language of thieves
1356	Captain Pack's Covenant Document	Covenant document between Captain Pack and Midas
1360	Royal Envoy's Order	Order from the Emperor of Trilgard
1363	Stolen Necklace	Necklace stolen by thief
1368	Water Scroll	This scroll of water is made by Exerion
1369	Record on Burning Eye	Clandestine document about Burning eye
1370	Snare's Life Document	The document that keeps Snare alive
1378	Sorcerer's Scroll	Sorcerer Ron's lost document
1384	Scroll of Unlimited Food	The document contains a spell that can feed a large army
1386	Cloaking Scroll	Magic scroll that was handed over to the trolls
1388	Garot's Tooth	Tooth of boar Garot
1389	Yeti's Claw	Claw pulled out from a Yeti
1393	Kravas's Tooth	Kravas' fragile tooth (very hard to aquire)
1395	Ring of Control	Evil ring that used to be owned by Ingo
1396	Cave Bat Ring	This ring was stuck to the body of a cave bat
1406	Armor Chest	Nuru's cherished armor chest
1407	Chest Containing Anchor	The treasure of Anchorville has ancestor's anchor in it
1414	Hidden Treasure Chest	This Treasure Chest was hidden in the beach of Shiphead
1415	Box Containing Ancestor's Weapon	This Box has the weapons used by Mecante's ancestors in it
1416	Gold Nugget Chest	The gold ingot box that will be offered to the sea people
1417	Magic Box	Magic Box with unknown contents
1418	Miriman's Treasure	Treasure of Miriman, the king of gnomes
1426	Relics of Anchorville	These relics were found around Anchorville
1427	Lamunesil's Second Chest	Legendary Box, the contents of which is unknown
1428	Maxo's Treasure Chest	Treasure Chest hidden by Maxo the thief
1429	Box of Sacrifices	Box with symbolic meanings
1434	Archaic Talisman	Old talisman that has the ability to watch
1436	Archaic Talisman	Mysterious old talisman
1438	Gnome's Flame Document	Gnomes' document that instantly ignites intensive flame
1440	Evil Talisman	The evil talisman that was used to damage the fountain of miracle
1459	Eye of Red Moth	You need to be very lucky to have the Eye of Red Moth
1475	Plienza Elemental Stone	The jewel of wizard Plienza who disappeared
1476	Jewel of Observation	Magic jewel that has the ability to watch
1498	Records of the Yeti	Old literature about the Yetis
1499	Records of the Yeti	Old literature about the Yetis
1513	Potion of Observation	Every action of those who drink this potion will be watched
1514	Magic Freeze Potion	Magic potion requested by Tirin
1517	Dead Man's Ashes	Remains of those who died unfairly
1540	Marylith's Jar	The jar used by Maryliths for hatching
1543	Marylith's Jar	The jar used by Maryliths for hatching
1544	Marylith's Jar	The jar used by Maryliths for hatching
1549	Gargoyle's Heart	The source of a gargoyle bolt's strong electrical power
1553	Sword Chest	The Box is said to contain one hundred swords
1556	Holy Sacrifice	Gnome's cherishing treasure
1560	Ominous Chest	The Box with dark energy
1561	Woman Statue's Magic Stone	The magic stone that used to be nailed into the Blue Woman statue of Delfaras
1562	Eye of Earth	The crystallization of the earth power
1566	Eye of Earth	The crystallization of the earth power
1567	Eye of Earth	The crystallization of the earth power
1568	Reptile's Eye	One eye of viper king Meizo
1570	Engraved Wine Bottle	Bottle engraved with a incomprehensible name on it
1575	Record of Barrier	Document about the secret of the lizardman claw region
1586	Secret Information	Very important information about thieves
1593	Clean Water	Clean water with almost perfect purity
1605	Lost Treasure Chest	Sydney's stolen jewellery box
1607	Cute Box	This box looks cute for no apparent reason
1608	Lamunesil's Third Chest	Legendary Box, the contents of which is unknown
1609	Flower to be used as Dye	Substance for dyes of many colors
1622	Flower of Mourning	Mourning flower
1632	Lamunesil's Necklace	This necklace was used by Lamunesil
1633	Vissil's Necklace	Marylith liquid Vissil's necklace
1642	Bat-Repelling Perfume	Spice with scents that bats hate
1643	Envoy's Bloody Document	Illegible document of delegate
1644	Scroll of Enhanced Life	Magic scroll that prevents death
1653	Secret Magic Scroll	Scroll with great content
1660	Lizardman's Map	Treasure map that used to be owned by lizardman
1661	New Limelight Map	Newly created limelight map
1666	Map of the Region	This map was handed over to the trolls
1667	Map of the Region	Another map that helps understand the torn map
1668	Torn Map	This old map is said to have been created by Zian
1672	Zian's Proof	Mysterious mark that is said to have been owned by Zian
1681	Talisman of Trees	Magic talisman that belongs to Rock Torge
1685	Territorial Marks of Goblin Scouts	Landmark used by goblins
1707	Letter from the Master	The letter sent to Genius by my teacher
1708	Master's Letter	Letter left by Master
1723	Water Jewel	This jewel always gives sufficient moisture around it
1725	Document to Open Golden Road	Ancient document that says how to re-open the golden road
1726	Mercenary's Money Pouch	Bag of money that will be given to mercenaries
1729	Delicious Food	Delicious food cooked by Mary
1731	Cursed Scroll	The scroll that used to be owned by Mary
1733	Festival Food	Food prepared for Anchorville festival
1737	Document of the Elementals' Revelation	Document the elemental's revelation is written on
1738	Document of the Elementals' Revelation	Document the elemental's revelation is written on
1745	Talisman of Secret Observation	Talisman used for various purposes
1746	Talisman of Secret Observation	Talisman used for various purposes
1747	Scroll of Death	The content is unknown, but the document looks sinister
1749	Ancestor's Axe	Precious weapon of Mecante's ancestors
1753	Rusty Dagger	Rusty Dagger of a famous traveler
1754	Warriors' Weapons	Weapons of the dead friends of Guard Rogen
1758	Marylith's Spear	Traditional spear of Marylith
1761	Vanguard's Sword	The sword given to vanguards
1762	Ritual Staff	The staff ordered by Ewan the magic trainer
1763	Elder's Old Staff	Elder Brusoto's cherished staff
1764	Black Sword	Sword that contains evil intentions
1765	Staff of Astronomical Observation	staff with magical power
1767	Commander's Bow	Commander's bow that was used by Borgman
1773	The Other of the Two Remaining 100 Swords	The other of the two remaining 100 swords that is thought to have been used by Zian
1774	One of the Two Remaining 100 Swords	One of the two remaining 100 swords that is thought to have been used by Radeus III
1784	Lamunesil's Staff	The staff that is said to have been used by Lamunesil
1785	Hero's Sword	It is a warrior's sword but doesn't look special
1989	Piece of Ashtal's Ring	Even item\nIf you put this in the refinery,\nthe applying ticket for even item will be created.
1990	Application Ticket for Ashtal's Ring	Event item\nApplying ticket for even item (1 ticket at 1 time)
1991	Piece of Sentios' Ring	Even item\nIf you put this in the refinery,\nthe applying ticket for even item will be created.
1992	Application Ticket for Sentio's Ring	Event item\nApplying ticket for even item (1 ticket at 1 time)
1997	Ashtal's Ring	Ring with Ashtal's energy that enhances all abilities
1998	Sentio's Ring	Ring with Sentio's energy that enhances all abilities
1993	Piece of Dikain's Chronicle	Even item\nIf you put this in the refinery,\nthe applying ticket for even item will be created.
1994	Application Ticket for Dikain's Chronicle	Event item\nApplying ticket for even item (1 ticket at 1 time)
1995	Piece of Gracia's Chronicle	Even item\nIf you put this in the refinery,\nthe applying ticket for even item will be created.
1996	Application Ticket for Gracia's Chronicle	Event item\nApplying ticket for even item (1 ticket at 1 time)
739	Friend's Letter	The letter that is assumed to be written by a friend
775	Box of Seal	The Box that holds the revelation of the Earth Elemental
818	Mithril Ingot	Legendary ingot that can never be broken
917	Magic Talisman	The talisman that Aireius wanted
922	Magical Ring of Loyalty	Ring meaningful to the dead
1192	Seed of Fire	One of the magic tools used for rituals
1196	Gold Dust Pouch	Bag of gold dust
1219	Crystal of Earth Fury	Stone into which the power of the Earth Elemental is materialized
1261	Strong Iron Lump	Specially refined strong iron
1264	Poisoned Boar Feed	Someone placed this feed to hunt boars
1269	Gadius's Tooth	Tough tooth of gargoyle Gadius
1281	Ghost-Repelling Talisman	The talisman with the ability to repel the spirits of the dead
1290	Antidote Talisman	The talisman with the ability to neutralize even the strongest poison
1301	Candlebear Oil	Candle Bear very rarely secretes this oil
1303	Fire Ruby	Beautiful jewel that is extremely expensive
1306	Gleaming Necklace	Necklace dropped by Redribbon
1307	Projection Necklace	One of the legendary magic tools
1312	Festival Liquor	Rare liquor that is distilled only during the Trilgard festivals
1314	Potion of Oblivion	You will lose all memories as soon as you drink this potion
1317	Spriggan's Stolen Ring	Traveler's items that are stolen by Spriggans
1341	Poisoned Food	Just one piece of this food will kill you
1351	Red Boar Imp Warrant	The notice is offering a reward for Avlin the Safe Keeper
1361	Venom Powder	Poisonous dusts gathered by Outlaws
1364	Light of Soul	A brilliant jewel that is one of the ancient magic tools
1371	Incantation Letter of Fury	Ancient magic document that holds fearful power
1373	Incantation Letter of Chaos	Ancient magic document that holds strong power
1374	Magic Scroll	The scroll with the ability to control magic power
1379	Scroll of Unlimited Food	The document contains a spell that can feed a large army
1381	Scroll of Unlimited Food	The document contains a spell that can feed a large army
1397	Ring of Water Elemental Revelation	The ring that holds the revelation from the Water Elementals
1399	Book of Death	This book is very important to vampires
1409	Master's Deposit Box	Teacher's Box, the content of which is unknown
1421	Arachnoids' Treasure Chest	Treasures arachnoids stole from travelers
1422	Arachnoids' Treasure Chest	Treasures arachnoids stole from travelers
1423	Arachnoids' Treasure Chest	Treasures arachnoids stole from travelers
1431	Vampires' Treasure Chest	Treasure chest hidden by vampires
1453	Token of Promise	The symbol of intimacy and friendship
1465	Very Poisonous Flower	The flower with unimaginably strong poison
1467	Very Poisonous Flower	The flower with unimaginably strong poison
1468	Very Poisonous Flower	The flower with unimaginably strong poison
1479	Blue Magic Jewel	Magic jewel with the ability to gather grudges
1485	Spriggan's Plan	Illegible plan that is written in the Spriggan's alphabet
1503	Book of Havoc	Powerful magic book that has scary spells
1518	Dead Man's Ashes	The remains of those who were put to death
1520	Dead Man's Ashes	The remains of those who were killed violently
1531	Undead's Symbol	The symbol that gives absolute power to the undead
1534	Ancient Magic Tome	One of the legendary magic tools
1552	Sword Chest	Box made to protect contaminated swords
1565	Eye of Earth	The crystallization of the earth power
1579	Record of Royal Family	Documents about the traditions of the royal family and protective magics
1595	Water Bottle	Ordinary bottle without any value
1600	Very Old and Precious Book	Rare book that has the literature of ancestors
1603	Spriggan's Stolen Jewel Box	Traveler's items that are stolen by Spriggans
1618	Flower to be used as Dye	Flowers for dyes used  to color armors
1621	Flower for Ancestors	Flowers offered to ancestors for mourning
1623	Flower of Mourning	Sad flower that blossomed where someone died
